Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Australia","Export Quantity","Vegetables, frozen","2020","tonnes","905"
"Crops and livestock products","Australia","Export Quantity","Wheat","2020","tonnes","10400418"
"Crops and livestock products","Austria","Export Quantity","Barley","2020","tonnes","86519"
"Crops and livestock products","Austria","Export Quantity","Linseed","2020","tonnes","4802"
"Crops and livestock products","Austria","Export Quantity","Maize","2020","tonnes","542819"
"Crops and livestock products","Austria","Export Quantity","Oil, olive, virgin","2020","tonnes","2448"
"Crops and livestock products","Austria","Export Quantity","Sunflower seed","2020","tonnes","64850"
"Crops and livestock products","Austria","Export Quantity","Vegetables, frozen","2020","tonnes","32114"
"Crops and livestock products","Austria","Export Quantity","Wheat","2020","tonnes","619174"
"Crops and livestock products","Azerbaijan","Export Quantity","Oil, olive, virgin","2020","tonnes","64"
"Crops and livestock products","Bahrain","Export Quantity","Maize","2020","tonnes","1"
"Crops and livestock products","Bahrain","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Bahrain","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Bahrain","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Bangladesh","Export Quantity","Flour, cassava","2020","tonnes","1"
"Crops and livestock products","Bangladesh","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Bangladesh","Export Quantity","Maize","2020","tonnes","13"
"Crops and livestock products","Bangladesh","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Bangladesh","Export Quantity","Vegetables, frozen","2020","tonnes","1873"
"Crops and livestock products","Bangladesh","Export Quantity","Wheat","2020","tonnes","1"
"Crops and livestock products","Barbados","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Barbados","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Barbados","Export Quantity","Maize","2020","tonnes","4"
"Crops and livestock products","Barbados","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Belarus","Export Quantity","Barley","2020","tonnes","3846"
"Crops and livestock products","Belarus","Export Quantity","Linseed","2020","tonnes","2054"
"Crops and livestock products","Belarus","Export Quantity","Maize","2020","tonnes","36318"
"Crops and livestock products","Belarus","Export Quantity","Oil, olive, virgin","2020","tonnes","272"
"Crops and livestock products","Belarus","Export Quantity","Sunflower seed","2020","tonnes","282"
"Crops and livestock products","Belarus","Export Quantity","Vegetables, frozen","2020","tonnes","30403"
"Crops and livestock products","Belarus","Export Quantity","Wheat","2020","tonnes","21684"
"Crops and livestock products","Belgium","Export Quantity","Barley","2020","tonnes","159687"
"Crops and livestock products","Belgium","Export Quantity","Linseed","2020","tonnes","169649"
"Crops and livestock products","Belgium","Export Quantity","Maize","2020","tonnes","144633"
"Crops and livestock products","Belgium","Export Quantity","Oil, olive, virgin","2020","tonnes","4430"
"Crops and livestock products","Belgium","Export Quantity","Sunflower seed","2020","tonnes","25526"
"Crops and livestock products","Belgium","Export Quantity","Vegetables, frozen","2020","tonnes","1301904"
"Crops and livestock products","Belgium","Export Quantity","Wheat","2020","tonnes","637848"
"Crops and livestock products","Belize","Export Quantity","Maize","2020","tonnes","5101"
"Crops and livestock products","Benin","Export Quantity","Flour, cassava","2020","tonnes",""
"Crops and livestock products","Benin","Export Quantity","Maize","2020","tonnes","16"
"Crops and livestock products","Benin","Export Quantity","Vegetables, frozen","2020","tonnes","50"
"Crops and livestock products","Bolivia (Plurinational State of)","Export Quantity","Linseed","2020","tonnes","4"
"Crops and livestock products","Bolivia (Plurinational State of)","Export Quantity","Maize","2020","tonnes","3464"
"Crops and livestock products","Bolivia (Plurinational State of)","Export Quantity","Sunflower seed","2020","tonnes","262"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Barley","2020","tonnes","88"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Linseed","2020","tonnes","8"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Maize","2020","tonnes","6663"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Oil, olive, virgin","2020","tonnes","10"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Sunflower seed","2020","tonnes","817"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Vegetables, frozen","2020","tonnes","664"
"Crops and livestock products","Bosnia and Herzegovina","Export Quantity","Wheat","2020","tonnes","36508"
"Crops and livestock products","Botswana","Export Quantity","Maize","2020","tonnes","1152"
"Crops and livestock products","Botswana","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Botswana","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Botswana","Export Quantity","Vegetables, frozen","2020","tonnes","143"
"Crops and livestock products","Botswana","Export Quantity","Wheat","2020","tonnes","278"
"Crops and livestock products","Brazil","Export Quantity","Barley","2020","tonnes","31"
"Crops and livestock products","Brazil","Export Quantity","Flour, cassava","2020","tonnes","16903"
"Crops and livestock products","Brazil","Export Quantity","Linseed","2020","tonnes","3"
"Crops and livestock products","Brazil","Export Quantity","Maize","2020","tonnes","34431936"
"Crops and livestock products","Brazil","Export Quantity","Oil, olive, virgin","2020","tonnes","232"
"Crops and livestock products","Brazil","Export Quantity","Sunflower seed","2020","tonnes","232"
"Crops and livestock products","Brazil","Export Quantity","Vegetables, frozen","2020","tonnes","199"
"Crops and livestock products","Brazil","Export Quantity","Wheat","2020","tonnes","560878"
"Crops and livestock products","Brunei Darussalam","Export Quantity","Maize","2020","tonnes","45"
"Crops and livestock products","Brunei Darussalam","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Brunei Darussalam","Export Quantity","Vegetables, frozen","2020","tonnes","1"
"Crops and livestock products","Bulgaria","Export Quantity","Barley","2020","tonnes","333032"
"Crops and livestock products","Bulgaria","Export Quantity","Linseed","2020","tonnes","176"
"Crops and livestock products","Bulgaria","Export Quantity","Maize","2020","tonnes","2559570"
"Crops and livestock products","Bulgaria","Export Quantity","Oil, olive, virgin","2020","tonnes","316"
"Crops and livestock products","Bulgaria","Export Quantity","Sunflower seed","2020","tonnes","818258"
"Crops and livestock products","Bulgaria","Export Quantity","Vegetables, frozen","2020","tonnes","7611"
"Crops and livestock products","Bulgaria","Export Quantity","Wheat","2020","tonnes","3223233"
"Crops and livestock products","Burkina Faso","Export Quantity","Maize","2020","tonnes","145920"
"Crops and livestock products","Burkina Faso","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Burkina Faso","Export Quantity","Vegetables, frozen","2020","tonnes","100"
"Crops and livestock products","Burundi","Export Quantity","Flour, cassava","2020","tonnes","20"
"Crops and livestock products","Burundi","Export Quantity","Maize","2020","tonnes","0"
"Crops and livestock products","Burundi","Export Quantity","Oil, olive, virgin","2020","tonnes","4"
"Crops and livestock products","Burundi","Export Quantity","Sunflower seed","2020","tonnes","231"
"Crops and livestock products","Burundi","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Cambodia","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Cambodia","Export Quantity","Maize","2020","tonnes","147073"
"Crops and livestock products","Cambodia","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Cameroon","Export Quantity","Flour, cassava","2020","tonnes","128"
"Crops and livestock products","Cameroon","Export Quantity","Maize","2020","tonnes","59"
"Crops and livestock products","Cameroon","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Cameroon","Export Quantity","Sunflower seed","2020","tonnes","18"
"Crops and livestock products","Cameroon","Export Quantity","Vegetables, frozen","2020","tonnes","2839"
"Crops and livestock products","Cameroon","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Canada","Export Quantity","Barley","2020","tonnes","2807251"
"Crops and livestock products","Canada","Export Quantity","Flour, cassava","2020","tonnes","2969"
"Crops and livestock products","Canada","Export Quantity","Linseed","2020","tonnes","483091"
"Crops and livestock products","Canada","Export Quantity","Maize","2020","tonnes","1132480"
"Crops and livestock products","Canada","Export Quantity","Oil, olive, virgin","2020","tonnes","367"
"Crops and livestock products","Canada","Export Quantity","Sunflower seed","2020","tonnes","46422"
"Crops and livestock products","Canada","Export Quantity","Vegetables, frozen","2020","tonnes","104170"
"Crops and livestock products","Canada","Export Quantity","Wheat","2020","tonnes","26110509"
"Crops and livestock products","Chile","Export Quantity","Barley","2020","tonnes","702"
"Crops and livestock products","Chile","Export Quantity","Flour, cassava","2020","tonnes",""
"Crops and livestock products","Chile","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Chile","Export Quantity","Maize","2020","tonnes","31038"
"Crops and livestock products","Chile","Export Quantity","Oil, olive, virgin","2020","tonnes","16277"
"Crops and livestock products","Chile","Export Quantity","Sunflower seed","2020","tonnes","4499"
"Crops and livestock products","Chile","Export Quantity","Vegetables, frozen","2020","tonnes","12423"
"Crops and livestock products","Chile","Export Quantity","Wheat","2020","tonnes","4"
"Crops and livestock products","China, Hong Kong SAR","Export Quantity","Barley","2020","tonnes","158"
"Crops and livestock products","China, Hong Kong SAR","Export Quantity","Linseed","2020","tonnes","2"
"Crops and livestock products","China, Hong Kong SAR","Export Quantity","Maize","2020","tonnes","30"
"Crops and livestock products","China, Hong Kong SAR","Export Quantity","Oil, olive, virgin","2020","tonnes","379"
"Crops and livestock products","China, Hong Kong SAR","Export Quantity","Sunflower seed","2020","tonnes","5"
"Crops and livestock products","China, Hong Kong SAR","Export Quantity","Vegetables, frozen","2020","tonnes","309"
"Crops and livestock products","China, mainland","Export Quantity","Barley","2020","tonnes","37"
"Crops and livestock products","China, mainland","Export Quantity","Linseed","2020","tonnes","959"
"Crops and livestock products","China, mainland","Export Quantity","Maize","2020","tonnes","2512"
"Crops and livestock products","China, mainland","Export Quantity","Oil, olive, virgin","2020","tonnes","98"
"Crops and livestock products","China, mainland","Export Quantity","Sunflower seed","2020","tonnes","508002"
"Crops and livestock products","China, mainland","Export Quantity","Vegetables, frozen","2020","tonnes","1064029"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Barley","2020","tonnes","1"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Linseed","2020","tonnes","14"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Maize","2020","tonnes","133"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Oil, olive, virgin","2020","tonnes","58"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Sunflower seed","2020","tonnes","10"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Vegetables, frozen","2020","tonnes","37813"
"Crops and livestock products","China, Taiwan Province of","Export Quantity","Wheat","2020","tonnes","33"
"Crops and livestock products","Colombia","Export Quantity","Linseed","2020","tonnes","1"
"Crops and livestock products","Colombia","Export Quantity","Maize","2020","tonnes","1029"
"Crops and livestock products","Colombia","Export Quantity","Oil, olive, virgin","2020","tonnes","3"
"Crops and livestock products","Colombia","Export Quantity","Vegetables, frozen","2020","tonnes","109"
"Crops and livestock products","Colombia","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Congo","Export Quantity","Linseed","2020","tonnes","190"
"Crops and livestock products","Congo","Export Quantity","Vegetables, frozen","2020","tonnes","1"
"Crops and livestock products","Congo","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Costa Rica","Export Quantity","Flour, cassava","2020","tonnes",""
"Crops and livestock products","Costa Rica","Export Quantity","Linseed","2020","tonnes","7"
"Crops and livestock products","Costa Rica","Export Quantity","Maize","2020","tonnes","6816"
"Crops and livestock products","Costa Rica","Export Quantity","Oil, olive, virgin","2020","tonnes","23"
"Crops and livestock products","Costa Rica","Export Quantity","Sunflower seed","2020","tonnes","8"
"Crops and livestock products","Costa Rica","Export Quantity","Vegetables, frozen","2020","tonnes","1101"
"Crops and livestock products","Costa Rica","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","C?te d'Ivoire","Export Quantity","Flour, cassava","2020","tonnes","123"
"Crops and livestock products","C?te d'Ivoire","Export Quantity","Maize","2020","tonnes","3291"
"Crops and livestock products","C?te d'Ivoire","Export Quantity","Vegetables, frozen","2020","tonnes","64"
"Crops and livestock products","C?te d'Ivoire","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Croatia","Export Quantity","Barley","2020","tonnes","132904"
"Crops and livestock products","Croatia","Export Quantity","Linseed","2020","tonnes","338"
"Crops and livestock products","Croatia","Export Quantity","Maize","2020","tonnes","1213051"
"Crops and livestock products","Croatia","Export Quantity","Oil, olive, virgin","2020","tonnes","295"
"Crops and livestock products","Croatia","Export Quantity","Sunflower seed","2020","tonnes","60538"
"Crops and livestock products","Croatia","Export Quantity","Vegetables, frozen","2020","tonnes","6489"
"Crops and livestock products","Croatia","Export Quantity","Wheat","2020","tonnes","572162"
"Crops and livestock products","Cyprus","Export Quantity","Oil, olive, virgin","2020","tonnes","160"
"Crops and livestock products","Cyprus","Export Quantity","Vegetables, frozen","2020","tonnes","9"
"Crops and livestock products","Cyprus","Export Quantity","Wheat","2020","tonnes","51"
"Crops and livestock products","Czechia","Export Quantity","Barley","2020","tonnes","354391"
"Crops and livestock products","Czechia","Export Quantity","Linseed","2020","tonnes","6240"
"Crops and livestock products","Czechia","Export Quantity","Maize","2020","tonnes","312907"
"Crops and livestock products","Czechia","Export Quantity","Oil, olive, virgin","2020","tonnes","800"
"Crops and livestock products","Czechia","Export Quantity","Sunflower seed","2020","tonnes","29188"
"Crops and livestock products","Czechia","Export Quantity","Vegetables, frozen","2020","tonnes","11344"
"Crops and livestock products","Czechia","Export Quantity","Wheat","2020","tonnes","2497600"
"Crops and livestock products","Democratic Republic of the Congo","Export Quantity","Maize","2020","tonnes","10"
"Crops and livestock products","Democratic Republic of the Congo","Export Quantity","Vegetables, frozen","2020","tonnes","227"
"Crops and livestock products","Democratic Republic of the Congo","Export Quantity","Wheat","2020","tonnes","2"
"Crops and livestock products","Denmark","Export Quantity","Barley","2020","tonnes","717795"
"Crops and livestock products","Denmark","Export Quantity","Linseed","2020","tonnes","438"
"Crops and livestock products","Denmark","Export Quantity","Maize","2020","tonnes","64339"
"Crops and livestock products","Denmark","Export Quantity","Oil, olive, virgin","2020","tonnes","258"
"Crops and livestock products","Denmark","Export Quantity","Sunflower seed","2020","tonnes","2573"
"Crops and livestock products","Denmark","Export Quantity","Vegetables, frozen","2020","tonnes","11590"
"Crops and livestock products","Denmark","Export Quantity","Wheat","2020","tonnes","804381"
"Crops and livestock products","Dominican Republic","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Dominican Republic","Export Quantity","Maize","2020","tonnes","1327"
"Crops and livestock products","Dominican Republic","Export Quantity","Oil, olive, virgin","2020","tonnes","19"
"Crops and livestock products","Dominican Republic","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Dominican Republic","Export Quantity","Vegetables, frozen","2020","tonnes","1513"
"Crops and livestock products","Dominican Republic","Export Quantity","Wheat","2020","tonnes","335"
"Crops and livestock products","Ecuador","Export Quantity","Barley","2020","tonnes","36"
"Crops and livestock products","Ecuador","Export Quantity","Linseed","2020","tonnes","1"
"Crops and livestock products","Ecuador","Export Quantity","Maize","2020","tonnes","13"
"Crops and livestock products","Ecuador","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Ecuador","Export Quantity","Sunflower seed","2020","tonnes","3"
"Crops and livestock products","Ecuador","Export Quantity","Vegetables, frozen","2020","tonnes","99604"
"Crops and livestock products","Egypt","Export Quantity","Barley","2020","tonnes","26"
"Crops and livestock products","Egypt","Export Quantity","Linseed","2020","tonnes","383"
"Crops and livestock products","Egypt","Export Quantity","Maize","2020","tonnes","9029"
"Crops and livestock products","Egypt","Export Quantity","Oil, olive, virgin","2020","tonnes","1103"
"Crops and livestock products","Egypt","Export Quantity","Sunflower seed","2020","tonnes","2885"
"Crops and livestock products","Egypt","Export Quantity","Vegetables, frozen","2020","tonnes","149172"
"Crops and livestock products","Egypt","Export Quantity","Wheat","2020","tonnes","8"
"Crops and livestock products","El Salvador","Export Quantity","Linseed","2020","tonnes","2"
"Crops and livestock products","El Salvador","Export Quantity","Maize","2020","tonnes","6696"
"Crops and livestock products","El Salvador","Export Quantity","Oil, olive, virgin","2020","tonnes","39"
"Crops and livestock products","El Salvador","Export Quantity","Sunflower seed","2020","tonnes","9"
"Crops and livestock products","El Salvador","Export Quantity","Vegetables, frozen","2020","tonnes","4318"
"Crops and livestock products","El Salvador","Export Quantity","Wheat","2020","tonnes","1642"
"Crops and livestock products","Estonia","Export Quantity","Barley","2020","tonnes","291141"
"Crops and livestock products","Estonia","Export Quantity","Linseed","2020","tonnes","709"
"Crops and livestock products","Estonia","Export Quantity","Maize","2020","tonnes","122"
"Crops and livestock products","Estonia","Export Quantity","Oil, olive, virgin","2020","tonnes","145"
"Crops and livestock products","Estonia","Export Quantity","Sunflower seed","2020","tonnes","4664"
"Crops and livestock products","Estonia","Export Quantity","Vegetables, frozen","2020","tonnes","455"
"Crops and livestock products","Estonia","Export Quantity","Wheat","2020","tonnes","709971"
"Crops and livestock products","Eswatini","Export Quantity","Maize","2020","tonnes","142"
"Crops and livestock products","Eswatini","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Eswatini","Export Quantity","Vegetables, frozen","2020","tonnes",""
"Crops and livestock products","Eswatini","Export Quantity","Wheat","2020","tonnes",""
"Crops and livestock products","Ethiopia","Export Quantity","Barley","2020","tonnes","28"
"Crops and livestock products","Ethiopia","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Ethiopia","Export Quantity","Linseed","2020","tonnes","129"
"Crops and livestock products","Ethiopia","Export Quantity","Oil, olive, virgin","2020","tonnes","3"
"Crops and livestock products","Ethiopia","Export Quantity","Sunflower seed","2020","tonnes","1"
"Crops and livestock products","Ethiopia","Export Quantity","Vegetables, frozen","2020","tonnes","55"
"Crops and livestock products","Ethiopia","Export Quantity","Wheat","2020","tonnes","2"
"Crops and livestock products","Faroe Islands","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Fiji","Export Quantity","Flour, cassava","2020","tonnes","4"
"Crops and livestock products","Fiji","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Fiji","Export Quantity","Vegetables, frozen","2020","tonnes","378"
"Crops and livestock products","Finland","Export Quantity","Barley","2020","tonnes","166058"
"Crops and livestock products","Finland","Export Quantity","Linseed","2020","tonnes","11"
"Crops and livestock products","Finland","Export Quantity","Maize","2020","tonnes","1"
"Crops and livestock products","Finland","Export Quantity","Oil, olive, virgin","2020","tonnes","55"
"Crops and livestock products","Finland","Export Quantity","Sunflower seed","2020","tonnes","220"
"Crops and livestock products","Finland","Export Quantity","Vegetables, frozen","2020","tonnes","2785"
"Crops and livestock products","Finland","Export Quantity","Wheat","2020","tonnes","152763"
"Crops and livestock products","France","Export Quantity","Barley","2020","tonnes","6778158"
"Crops and livestock products","France","Export Quantity","Linseed","2020","tonnes","12716"
"Crops and livestock products","France","Export Quantity","Maize","2020","tonnes","4558720"
"Crops and livestock products","France","Export Quantity","Oil, olive, virgin","2020","tonnes","9754"
"Crops and livestock products","France","Export Quantity","Sunflower seed","2020","tonnes","423547"
"Crops and livestock products","France","Export Quantity","Vegetables, frozen","2020","tonnes","217616"
"Crops and livestock products","France","Export Quantity","Wheat","2020","tonnes","19792597"
"Crops and livestock products","French Polynesia","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","Gabon","Export Quantity","Vegetables, frozen","2020","tonnes","3"
"Crops and livestock products","Georgia","Export Quantity","Barley","2020","tonnes","243"
"Crops and livestock products","Georgia","Export Quantity","Maize","2020","tonnes","593"
"Crops and livestock products","Georgia","Export Quantity","Oil, olive, virgin","2020","tonnes","9"
"Crops and livestock products","Georgia","Export Quantity","Sunflower seed","2020","tonnes","102"
"Crops and livestock products","Georgia","Export Quantity","Vegetables, frozen","2020","tonnes","2"
"Crops and livestock products","Georgia","Export Quantity","Wheat","2020","tonnes","24"
"Crops and livestock products","Germany","Export Quantity","Barley","2020","tonnes","2405178"
"Crops and livestock products","Germany","Export Quantity","Flour, cassava","2020","tonnes","238"
"Crops and livestock products","Germany","Export Quantity","Linseed","2020","tonnes","16952"
"Crops and livestock products","Germany","Export Quantity","Maize","2020","tonnes","394069"
"Crops and livestock products","Germany","Export Quantity","Oil, olive, virgin","2020","tonnes","6565"
"Crops and livestock products","Germany","Export Quantity","Sunflower seed","2020","tonnes","26224"
"Crops and livestock products","Germany","Export Quantity","Vegetables, frozen","2020","tonnes","56661"
"Crops and livestock products","Germany","Export Quantity","Wheat","2020","tonnes","9259493"
"Crops and livestock products","Ghana","Export Quantity","Flour, cassava","2020","tonnes","1345"
"Crops and livestock products","Ghana","Export Quantity","Maize","2020","tonnes","14374"
"Crops and livestock products","Ghana","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Ghana","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Ghana","Export Quantity","Vegetables, frozen","2020","tonnes","875"
"Crops and livestock products","Ghana","Export Quantity","Wheat","2020","tonnes","33"
"Crops and livestock products","Greece","Export Quantity","Barley","2020","tonnes","10854"
"Crops and livestock products","Greece","Export Quantity","Linseed","2020","tonnes","35"
"Crops and livestock products","Greece","Export Quantity","Maize","2020","tonnes","8303"
"Crops and livestock products","Greece","Export Quantity","Oil, olive, virgin","2020","tonnes","174519"
"Crops and livestock products","Greece","Export Quantity","Sunflower seed","2020","tonnes","22303"
"Crops and livestock products","Greece","Export Quantity","Vegetables, frozen","2020","tonnes","5162"
"Crops and livestock products","Greece","Export Quantity","Wheat","2020","tonnes","286932"
"Crops and livestock products","Grenada","Export Quantity","Vegetables, frozen","2020","tonnes","10"
"Crops and livestock products","Guatemala","Export Quantity","Barley","2020","tonnes","12"
"Crops and livestock products","Guatemala","Export Quantity","Linseed","2020","tonnes","27"
"Crops and livestock products","Guatemala","Export Quantity","Maize","2020","tonnes","1093"
"Crops and livestock products","Guatemala","Export Quantity","Oil, olive, virgin","2020","tonnes","20"
"Crops and livestock products","Guatemala","Export Quantity","Sunflower seed","2020","tonnes","30"
"Crops and livestock products","Guatemala","Export Quantity","Vegetables, frozen","2020","tonnes","59787"
"Crops and livestock products","Guatemala","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Guinea","Export Quantity","Maize","2020","tonnes","4"
"Crops and livestock products","Guinea","Export Quantity","Vegetables, frozen","2020","tonnes","102"
"Crops and livestock products","Guinea","Export Quantity","Wheat","2020","tonnes","0"
"Crops and livestock products","Guyana","Export Quantity","Maize","2020","tonnes","12"
"Crops and livestock products","Guyana","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Guyana","Export Quantity","Vegetables, frozen","2020","tonnes","104"
"Crops and livestock products","Haiti","Export Quantity","Maize","2020","tonnes","858"
"Crops and livestock products","Honduras","Export Quantity","Flour, cassava","2020","tonnes","0"
"Crops and livestock products","Honduras","Export Quantity","Maize","2020","tonnes","792"
"Crops and livestock products","Honduras","Export Quantity","Vegetables, frozen","2020","tonnes","17"
"Crops and livestock products","Hungary","Export Quantity","Barley","2020","tonnes","831605"
"Crops and livestock products","Hungary","Export Quantity","Linseed","2020","tonnes","509"
"Crops and livestock products","Hungary","Export Quantity","Maize","2020","tonnes","4040502"
"Crops and livestock products","Hungary","Export Quantity","Oil, olive, virgin","2020","tonnes","152"
"Crops and livestock products","Hungary","Export Quantity","Sunflower seed","2020","tonnes","347187"
"Crops and livestock products","Hungary","Export Quantity","Vegetables, frozen","2020","tonnes","23521"
"Crops and livestock products","Hungary","Export Quantity","Wheat","2020","tonnes","2979320"
"Crops and livestock products","Iceland","Export Quantity","Barley","2020","tonnes","0"
"Crops and livestock products","Iceland","Export Quantity","Oil, olive, virgin","2020","tonnes","1"
"Crops and livestock products","Iceland","Export Quantity","Sunflower seed","2020","tonnes","0"
"Crops and livestock products","Iceland","Export Quantity","Vegetables, frozen","2020","tonnes","0"
"Crops and livestock products","India","Export Quantity","Barley","2020","tonnes","2090"
"Crops and livestock products","India","Export Quantity","Flour, cassava","2020","tonnes","77"
"Crops and livestock products","India","Export Quantity","Linseed","2020","tonnes","12493"
"Crops and livestock products","India","Export Quantity","Maize","2020","tonnes","1766876"
"Crops and livestock products","India","Export Quantity","Oil, olive, virgin","2020","tonnes","55"
"Crops and livestock products","India","Export Quantity","Sunflower seed","2020","tonnes","1308"
"Crops and livestock products","India","Export Quantity","Vegetables, frozen","2020","tonnes","40577"
"Crops and livestock products","India","Export Quantity","Wheat","2020","tonnes","928684"
"Crops and livestock products","Indonesia","Export Quantity","Linseed","2020","tonnes","0"
"Crops and livestock products","Indonesia","Export Quantity","Maize","2020","tonnes","64272"
"Crops and livestock products","Indonesia","Export Quantity","Oil, olive, virgin","2020","tonnes","0"
"Crops and livestock products","Indonesia","Export Quantity","Sunflower seed","2020","tonnes","27"
"Crops and livestock products","Indonesia","Export Quantity","Vegetables, frozen","2020","tonnes","12323"
